Sens-1;Sens-2;Sens-3;Sens-4;Sens-5;Sens-6;Sens-7;Sens-8;Sens-9;Sens-10;Label
18.45;28.45;78.45;121.81;94.52;2.23;206.77;27.94;47.91;69.86;1
17.16;27.16;77.16;116.64;81.60;1.58;187.39;31.65;53.47;79.11;1
18.01;28.01;78.01;120.05;90.14;2.01;200.20;50.79;82.19;126.98;1
16.91;26.91;76.91;115.65;79.12;1.46;183.68;51.43;83.15;128.58;0
18.00;28.00;78.00;119.99;89.98;2.00;199.97;32.77;55.15;81.91;1
17.82;27.82;77.82;119.26;88.16;1.91;197.24;47.97;77.96;119.93;1
18.66;28.66;78.66;122.66;96.65;2.33;209.97;36.99;61.48;92.47;1
18.19;28.19;78.19;120.75;91.88;2.09;202.82;50.40;81.60;126.00;1
19.54;29.54;79.54;126.16;105.40;2.77;223.10;55.97;89.95;139.92;1
17.09;27.09;77.09;116.37;80.92;1.55;186.37;43.79;71.69;109.48;1
17.54;27.54;77.54;118.16;85.40;1.77;193.10;56.10;90.14;140.24;0
16.99;26.99;76.99;115.95;79.87;1.49;184.80;43.79;71.68;109.47;1
18.77;28.77;78.77;123.08;97.69;2.38;211.53;56.53;90.80;141.33;1
17.69;27.69;77.69;118.76;86.89;1.84;195.34;41.50;68.25;103.75;1
17.03;27.03;77.03;116.12;80.31;1.52;185.46;50.00;81.01;125.01;1
18.16;28.16;78.16;120.65;91.63;2.08;202.44;49.01;79.51;122.52;1
16.01;26.01;76.01;112.05;70.11;1.01;170.17;34.59;57.89;86.48;1
17.63;27.63;77.63;118.52;86.31;1.82;194.46;44.22;72.33;110.56;1
18.58;28.58;78.58;122.30;95.75;2.29;208.63;35.38;59.07;88.44;1
18.25;28.25;78.25;120.99;92.46;2.12;203.70;19.69;35.54;49.24;1
17.84;27.84;77.84;119.38;88.44;1.92;197.66;37.07;61.61;92.68;0
19.07;29.07;79.07;124.28;100.69;2.53;216.04;48.97;79.45;122.42;1
16.86;26.86;76.86;115.44;78.61;1.43;182.91;57.72;92.57;144.29;0
17.06;27.06;77.06;116.26;80.65;1.53;185.97;47.97;77.95;119.92;1
18.35;28.35;78.35;121.41;93.53;2.18;205.30;59.54;95.31;148.85;1
17.74;27.74;77.74;118.98;87.44;1.87;196.17;32.12;54.18;80.29;1
17.35;27.35;77.35;117.42;83.55;1.68;190.32;38.65;63.97;96.62;1
19.78;29.78;79.78;127.11;107.78;2.89;226.67;53.50;86.25;133.76;1
17.64;27.64;77.64;118.56;86.40;1.82;194.61;37.44;62.17;93.61;1
16.59;26.59;76.59;114.35;75.89;1.29;178.83;51.33;82.99;128.31;1
17.74;27.74;77.74;118.97;87.43;1.87;196.14;27.86;47.78;69.64;1
19.13;29.13;79.13;124.50;101.25;2.56;216.88;41.81;68.72;104.53;1
16.59;26.59;76.59;114.36;75.91;1.30;178.86;44.78;73.17;111.95;1
17.60;27.60;77.60;118.41;86.01;1.80;194.02;39.09;64.64;97.73;1
16.51;26.51;76.51;114.06;75.15;1.26;177.72;38.11;63.17;95.28;1
17.23;27.23;77.23;116.93;82.32;1.62;188.48;41.74;68.62;104.36;1
18.34;28.34;78.34;121.38;93.44;2.17;205.17;50.18;81.27;125.46;1
18.70;28.70;78.70;122.79;96.98;2.35;210.48;44.84;73.25;112.09;1
19.13;29.13;79.13;124.53;101.31;2.57;216.97;41.13;67.69;102.82;1
19.12;29.12;79.12;124.50;101.24;2.56;216.86;41.43;68.15;103.58;1
15.26;25.26;75.26;109.04;62.61;0.63;158.92;33.44;56.17;83.61;1
17.41;27.41;77.41;117.64;84.10;1.70;191.15;46.87;76.31;117.18;1
18.65;28.65;78.65;122.61;96.51;2.33;209.77;42.19;69.29;105.48;1
16.25;26.25;76.25;113.00;72.50;1.13;173.76;50.55;81.82;126.36;1
19.25;29.25;79.25;125.01;102.53;2.63;218.80;39.52;65.28;98.80;1
16.78;26.78;76.78;115.13;77.83;1.39;181.75;37.39;62.08;93.47;1
18.12;28.12;78.12;120.48;91.21;2.06;201.81;49.98;80.96;124.94;1
17.10;27.10;77.10;116.41;81.04;1.55;186.55;31.76;53.65;79.41;1
17.53;27.53;77.53;118.11;85.27;1.76;192.90;52.63;84.94;131.57;1
18.37;28.37;78.37;121.50;93.74;2.19;205.61;22.46;39.68;56.14;1
17.76;27.76;77.76;119.04;87.61;1.88;196.42;52.48;84.72;131.20;1
18.32;28.32;78.32;121.30;93.25;2.16;204.87;39.71;65.56;99.27;1
18.73;28.73;78.73;122.94;97.35;2.37;211.02;56.77;91.16;141.94;1
17.99;27.99;77.99;119.95;89.86;1.99;199.80;48.46;78.69;121.16;1
18.40;28.40;78.40;121.62;94.04;2.20;206.06;54.13;87.19;135.32;1
17.41;27.41;77.41;117.64;84.11;1.71;191.17;44.07;72.10;110.17;1
17.18;27.18;77.18;116.71;81.78;1.59;187.67;51.74;83.60;129.34;1
17.18;27.18;77.18;116.72;81.81;1.59;187.72;61.28;97.92;153.20;1
19.20;29.20;79.20;124.81;102.02;2.60;218.03;52.33;84.49;130.82;1
17.18;27.18;77.18;116.73;81.81;1.59;187.72;45.19;73.79;112.98;1
17.91;27.91;77.91;119.64;89.09;1.95;198.64;37.40;62.10;93.50;1
18.37;28.37;78.37;121.49;93.74;2.19;205.60;41.54;68.31;103.85;1
19.22;29.22;79.22;124.88;102.19;2.61;218.28;49.62;80.42;124.04;1
17.60;27.60;77.60;118.42;86.04;1.80;194.06;48.28;78.42;120.70;1
17.37;27.37;77.37;117.48;83.70;1.68;190.55;49.20;79.80;123.00;1
18.23;28.23;78.23;120.91;92.27;2.11;203.41;35.30;58.95;88.26;1
15.79;25.79;75.79;111.18;67.94;0.90;166.91;44.34;72.52;110.86;1
16.80;26.80;76.80;115.18;77.96;1.40;181.94;52.97;85.46;132.43;1
17.94;27.94;77.94;119.75;89.36;1.97;199.05;39.28;64.92;98.20;1
18.18;28.18;78.18;120.72;91.79;2.09;202.68;41.51;68.27;103.78;1
18.71;28.71;78.71;122.82;97.05;2.35;210.58;42.87;70.30;107.17;1
17.27;27.27;77.27;117.08;82.70;1.64;189.05;46.23;75.35;115.58;1
18.77;28.77;78.77;123.08;97.70;2.38;211.55;34.90;58.34;87.24;1
17.98;27.98;77.98;119.91;89.78;1.99;199.67;48.30;78.45;120.76;1
16.38;26.38;76.38;113.51;73.78;1.19;175.67;44.92;73.38;112.30;1
18.06;28.06;78.06;120.23;90.58;2.03;200.87;55.14;88.72;137.86;1
17.78;27.78;77.78;119.12;87.81;1.89;196.71;50.04;81.06;125.11;1
16.32;26.32;76.32;113.30;73.24;1.16;174.86;50.68;82.02;126.69;1
16.73;26.73;76.73;114.91;77.28;1.36;180.92;54.38;87.57;135.96;0
19.79;29.79;79.79;127.17;107.93;2.90;226.90;48.26;78.39;120.65;1
16.81;26.81;76.81;115.23;78.09;1.40;182.13;45.04;73.56;112.59;1
17.97;27.97;77.97;119.88;89.69;1.98;199.54;61.46;98.18;153.64;1
17.30;27.30;77.30;117.22;83.05;1.65;189.57;31.88;53.81;79.69;1
18.80;28.80;78.80;123.20;97.99;2.40;211.99;37.77;62.66;94.43;1
19.84;29.84;79.84;127.37;108.42;2.92;227.63;43.59;71.39;108.99;1
18.67;28.67;78.67;122.68;96.70;2.33;210.05;40.75;67.13;101.88;1
18.45;28.45;78.45;121.81;94.52;2.23;206.78;53.23;85.85;133.08;0
19.31;29.31;79.31;125.23;103.08;2.65;219.62;37.83;62.75;94.58;1
17.31;27.31;77.31;117.22;83.06;1.65;189.59;55.72;89.59;139.31;1
17.95;27.95;77.95;119.79;89.47;1.97;199.20;40.93;67.39;102.31;1
17.96;27.96;77.96;119.86;89.64;1.98;199.46;46.57;75.85;116.42;1
17.80;27.80;77.80;119.20;87.99;1.90;196.98;35.11;58.66;87.77;1
20.10;30.10;80.10;128.38;110.95;3.05;231.43;38.35;63.53;95.88;1
15.37;25.37;75.37;109.48;63.70;0.69;160.55;46.91;76.36;117.27;1
19.30;29.30;79.30;125.19;102.97;2.65;219.45;56.57;90.86;141.43;1
18.12;28.12;78.12;120.49;91.23;2.06;201.84;23.76;41.64;59.40;1
17.68;27.68;77.68;118.70;86.76;1.84;195.14;60.98;97.47;152.45;1
18.68;28.68;78.68;122.74;96.85;2.34;210.27;52.82;85.23;132.06;1
16.89;26.89;76.89;115.58;78.95;1.45;183.42;40.21;66.32;100.54;1
18.48;28.48;78.48;121.93;94.82;2.24;207.23;44.83;73.24;112.07;1
18.43;28.43;78.43;121.72;94.30;2.22;206.45;62.46;99.70;156.16;1
17.06;27.06;77.06;116.25;80.62;1.53;185.93;37.19;61.79;92.99;1
18.65;28.65;78.65;122.60;96.49;2.32;209.74;48.13;78.19;120.31;1
19.45;29.45;79.45;125.80;104.49;2.72;221.74;60.43;96.65;151.08;1
18.62;28.62;78.62;122.46;96.15;2.31;209.23;51.66;83.50;129.16;1
18.47;28.47;78.47;121.88;94.70;2.24;207.06;44.89;73.33;112.22;1
19.47;29.47;79.47;125.87;104.67;2.73;222.01;23.72;41.57;59.29;1
18.93;28.93;78.93;123.71;99.28;2.46;213.91;34.52;57.78;86.30;1
19.45;29.45;79.45;125.81;104.53;2.73;221.79;53.84;86.76;134.60;1
18.40;28.40;78.40;121.58;93.96;2.20;205.94;56.85;91.28;142.14;0
18.42;28.42;78.42;121.70;94.25;2.21;206.37;31.03;52.55;77.58;1
18.35;28.35;78.35;121.42;93.55;2.18;205.32;38.34;63.51;95.84;1
17.88;27.88;77.88;119.54;88.84;1.94;198.27;47.90;77.85;119.75;1
16.10;26.10;76.10;112.40;70.99;1.05;171.49;38.15;63.23;95.38;1
16.26;26.26;76.26;113.04;72.61;1.13;173.91;48.01;78.02;120.03;0
19.28;29.28;79.28;125.12;102.79;2.64;219.19;38.57;63.85;96.42;1
18.92;28.92;78.92;123.70;99.24;2.46;213.86;46.15;75.22;115.37;1
18.01;28.01;78.01;120.04;90.11;2.01;200.16;43.03;70.55;107.58;1
18.75;28.75;78.75;123.01;97.53;2.38;211.29;47.36;77.04;118.41;1
18.05;28.05;78.05;120.20;90.49;2.02;200.74;50.14;81.22;125.36;0
18.27;28.27;78.27;121.09;92.73;2.14;204.09;48.12;78.18;120.31;1
19.29;29.29;79.29;125.16;102.91;2.65;219.37;34.01;57.01;85.02;1
17.33;27.33;77.33;117.34;83.34;1.67;190.02;24.46;42.69;61.15;1
17.40;27.40;77.40;117.62;84.04;1.70;191.06;45.24;73.86;113.10;0
16.95;26.95;76.95;115.81;79.52;1.48;184.28;47.99;77.98;119.96;1
18.54;28.54;78.54;122.15;95.36;2.27;208.04;48.74;79.12;121.86;1
16.29;26.29;76.29;113.16;72.90;1.15;174.35;43.50;71.26;108.76;1
19.41;29.41;79.41;125.62;104.05;2.70;221.08;51.88;83.83;129.71;1
17.56;27.56;77.56;118.24;85.60;1.78;193.41;53.98;86.96;134.94;1
17.50;27.50;77.50;118.02;85.04;1.75;192.56;50.82;82.22;127.04;1
17.35;27.35;77.35;117.38;83.46;1.67;190.19;51.40;83.10;128.49;1
18.54;28.54;78.54;122.18;95.45;2.27;208.17;33.24;55.85;83.09;1
16.92;26.92;76.92;115.67;79.17;1.46;183.75;34.38;57.56;85.94;1
16.12;26.12;76.12;112.49;71.21;1.06;171.82;47.19;76.78;117.97;0
18.46;28.46;78.46;121.85;94.63;2.23;206.95;42.10;69.15;105.24;1
18.30;28.30;78.30;121.20;93.01;2.15;204.51;53.21;85.82;133.03;1
16.74;26.74;76.74;114.94;77.36;1.37;181.04;39.36;65.04;98.41;1
17.64;27.64;77.64;118.57;86.42;1.82;194.63;36.59;60.88;91.46;1
16.60;26.60;76.60;114.39;75.97;1.30;178.96;61.72;98.57;154.29;1
16.49;26.49;76.49;113.97;74.93;1.25;177.39;31.09;52.63;77.72;1
17.50;27.50;77.50;118.02;85.04;1.75;192.57;54.42;87.63;136.05;1
18.15;28.15;78.15;120.61;91.52;2.08;202.28;33.35;56.02;83.37;1
18.27;28.27;78.27;121.06;92.66;2.13;203.99;35.38;59.07;88.46;1
17.63;27.63;77.63;118.52;86.29;1.81;194.43;36.23;60.35;90.58;1
16.94;26.94;76.94;115.77;79.43;1.47;184.15;29.88;50.82;74.69;1
16.54;26.54;76.54;114.14;75.36;1.27;178.04;47.66;77.49;119.15;1
18.36;28.36;78.36;121.43;93.57;2.18;205.35;37.01;61.51;92.52;1
18.49;28.49;78.49;121.98;94.94;2.25;207.41;39.20;64.81;98.01;1
17.75;27.75;77.75;119.02;87.54;1.88;196.31;54.84;88.26;137.09;1
18.85;28.85;78.85;123.41;98.52;2.43;212.78;44.45;72.67;111.12;1
16.61;26.61;76.61;114.46;76.14;1.31;179.21;31.61;53.41;79.02;1
20.54;30.54;80.54;130.17;115.43;3.27;238.15;27.98;47.96;69.94;1
19.50;29.50;79.50;125.98;104.96;2.75;222.44;52.50;84.75;131.25;1
18.91;28.91;78.91;123.62;99.05;2.45;213.58;40.85;67.28;102.13;1
17.77;27.77;77.77;119.10;87.75;1.89;196.62;57.76;92.64;144.40;0
17.62;27.62;77.62;118.47;86.18;1.81;194.26;37.49;62.23;93.72;1
17.94;27.94;77.94;119.75;89.37;1.97;199.05;48.57;78.85;121.42;1
17.88;27.88;77.88;119.50;88.75;1.94;198.13;41.88;68.82;104.70;1
17.86;27.86;77.86;119.45;88.63;1.93;197.95;39.65;65.48;99.13;1
17.50;27.50;77.50;117.99;84.97;1.75;192.45;46.98;76.48;117.46;0
19.00;29.00;79.00;124.02;100.04;2.50;215.06;41.71;68.57;104.28;1
17.72;27.72;77.72;118.90;87.24;1.86;195.86;43.24;70.86;108.11;1
17.28;27.28;77.28;117.13;82.83;1.64;189.24;49.40;80.10;123.50;1
19.08;29.08;79.08;124.32;100.81;2.54;216.22;46.10;75.15;115.25;1
16.74;26.74;76.74;114.95;77.37;1.37;181.05;46.70;76.05;116.76;1
18.70;28.70;78.70;122.81;97.01;2.35;210.52;31.61;53.42;79.03;1
19.76;29.76;79.76;127.06;107.65;2.88;226.47;53.75;86.62;134.37;1
17.70;27.70;77.70;118.81;87.03;1.85;195.54;45.88;74.82;114.70;1
19.42;29.42;79.42;125.70;104.24;2.71;221.36;51.84;83.76;129.60;1
18.52;28.52;78.52;122.09;95.23;2.26;207.84;50.09;81.14;125.24;1
17.31;27.31;77.31;117.26;83.14;1.66;189.71;37.73;62.59;94.31;1
17.43;27.43;77.43;117.70;84.25;1.71;191.38;50.47;81.70;126.17;0
18.58;28.58;78.58;122.31;95.78;2.29;208.68;52.78;85.17;131.96;1
18.12;28.12;78.12;120.50;91.24;2.06;201.87;40.58;66.87;101.46;1
18.92;28.92;78.92;123.69;99.23;2.46;213.85;34.51;57.77;86.29;1
18.42;28.42;78.42;121.70;94.24;2.21;206.37;53.41;86.11;133.52;1
18.80;28.80;78.80;123.19;97.99;2.40;211.98;47.31;76.97;118.29;1
16.57;26.57;76.57;114.26;75.66;1.28;178.49;42.08;69.12;105.20;1
19.34;29.34;79.34;125.38;103.44;2.67;220.16;44.96;73.44;112.40;1
18.81;28.81;78.81;123.23;98.06;2.40;212.09;45.79;74.69;114.48;1
16.45;26.45;76.45;113.80;74.49;1.22;176.74;49.89;80.84;124.73;1
19.00;29.00;79.00;124.01;100.03;2.50;215.05;48.03;78.05;120.08;1
17.35;27.35;77.35;117.40;83.50;1.68;190.25;54.37;87.55;135.92;0
18.27;28.27;78.27;121.09;92.71;2.14;204.07;48.25;78.37;120.61;1
18.35;28.35;78.35;121.39;93.49;2.17;205.23;42.08;69.12;105.20;1
17.24;27.24;77.24;116.97;82.42;1.62;188.63;40.39;66.58;100.96;1
17.21;27.21;77.21;116.84;82.11;1.61;188.17;58.97;94.45;147.42;1
16.88;26.88;76.88;115.52;78.79;1.44;183.18;52.02;84.03;130.05;0
18.71;28.71;78.71;122.84;97.09;2.35;210.63;38.77;64.15;96.92;1
16.75;26.75;76.75;114.98;77.46;1.37;181.18;33.08;55.63;82.71;1
18.75;28.75;78.75;123.00;97.51;2.38;211.26;41.19;67.78;102.97;1
19.81;29.81;79.81;127.25;108.12;2.91;227.18;50.19;81.28;125.47;1
17.74;27.74;77.74;118.96;87.39;1.87;196.08;47.28;76.92;118.19;1
18.79;28.79;78.79;123.15;97.88;2.39;211.82;44.19;72.28;110.47;1
19.78;29.78;79.78;127.12;107.81;2.89;226.71;40.97;67.46;102.43;1
18.61;28.61;78.61;122.46;96.15;2.31;209.22;45.62;74.43;114.04;1
16.35;26.35;76.35;113.42;73.54;1.18;175.31;39.89;65.84;99.73;1
16.90;26.90;76.90;115.58;78.95;1.45;183.43;41.60;68.40;104.01;1
18.03;28.03;78.03;120.13;90.33;2.02;200.49;43.86;71.80;109.66;1
18.53;28.53;78.53;122.12;95.29;2.26;207.93;40.61;66.92;101.54;1
20.83;30.83;80.83;131.31;118.27;3.41;242.40;35.25;58.88;88.14;1
18.06;28.06;78.06;120.25;90.63;2.03;200.94;47.61;77.42;119.04;1
17.15;27.15;77.15;116.60;81.50;1.57;187.25;57.50;92.25;143.76;0
17.78;27.78;77.78;119.10;87.76;1.89;196.63;50.82;82.23;127.04;1
18.22;28.22;78.22;120.90;92.25;2.11;203.37;46.08;75.12;115.21;1
18.15;28.15;78.15;120.62;91.54;2.08;202.31;42.62;69.93;106.54;1
18.67;28.67;78.67;122.67;96.67;2.33;210.00;58.57;93.85;146.42;1
18.06;28.06;78.06;120.23;90.58;2.03;200.87;47.92;77.88;119.79;1
18.70;28.70;78.70;122.82;97.05;2.35;210.57;53.73;86.60;134.33;1
16.99;26.99;76.99;115.97;79.91;1.50;184.87;47.38;77.07;118.45;1
18.70;28.70;78.70;122.80;97.01;2.35;210.52;39.31;64.97;98.29;1
18.65;28.65;78.65;122.59;96.46;2.32;209.70;53.85;86.77;134.62;1
17.82;27.82;77.82;119.26;88.15;1.91;197.23;40.45;66.67;101.11;1
19.97;29.97;79.97;127.89;109.73;2.99;229.59;49.62;80.42;124.04;1
17.97;27.97;77.97;119.88;89.70;1.98;199.54;31.05;52.58;77.63;1
16.26;26.26;76.26;113.02;72.56;1.13;173.84;43.48;71.22;108.70;1
19.39;29.39;79.39;125.55;103.86;2.69;220.79;46.55;75.83;116.38;1
18.76;28.76;78.76;123.04;97.61;2.38;211.41;43.01;70.52;107.53;1
19.66;29.66;79.66;126.64;106.60;2.83;224.90;32.07;54.11;80.18;1
15.53;25.53;75.53;110.10;65.26;0.76;162.89;46.86;76.30;117.16;1
16.61;26.61;76.61;114.45;76.12;1.31;179.18;29.44;50.16;73.60;1
18.48;28.48;78.48;121.93;94.82;2.24;207.23;53.39;86.08;133.47;1
17.24;27.24;77.24;116.97;82.42;1.62;188.64;47.74;77.61;119.35;1
18.13;28.13;78.13;120.54;91.34;2.07;202.01;44.02;72.03;110.04;1
17.37;27.37;77.37;117.46;83.66;1.68;190.49;36.79;61.19;91.98;1
19.50;29.50;79.50;126.01;105.02;2.75;222.54;49.83;80.74;124.57;1
17.62;27.62;77.62;118.50;86.24;1.81;194.36;42.22;69.34;105.56;1
18.88;28.88;78.88;123.53;98.82;2.44;213.23;55.34;89.00;138.34;1
18.68;28.68;78.68;122.72;96.80;2.34;210.20;47.55;77.33;118.88;1
16.66;26.66;76.66;114.65;76.62;1.33;179.93;38.42;63.63;96.05;1
18.80;28.80;78.80;123.21;98.02;2.40;212.03;46.04;75.05;115.09;1
17.90;27.90;77.90;119.60;89.01;1.95;198.51;37.68;62.51;94.19;1
19.38;29.38;79.38;125.54;103.84;2.69;220.76;33.94;56.90;84.84;1
17.53;27.53;77.53;118.12;85.31;1.77;192.96;41.04;67.56;102.60;1
18.63;28.63;78.63;122.53;96.32;2.32;209.48;62.72;100.08;156.80;1
17.46;27.46;77.46;117.85;84.63;1.73;191.94;58.97;94.46;147.43;0
18.36;28.36;78.36;121.42;93.56;2.18;205.34;48.97;79.45;122.42;1
18.50;28.50;78.50;122.00;94.99;2.25;207.49;50.57;81.85;126.42;1
17.60;27.60;77.60;118.38;85.96;1.80;193.94;48.13;78.19;120.32;1
17.46;27.46;77.46;117.85;84.62;1.73;191.93;50.72;82.08;126.81;1
17.23;27.23;77.23;116.91;82.27;1.61;188.41;40.64;66.96;101.60;1
16.63;26.63;76.63;114.53;76.33;1.32;179.50;52.37;84.56;130.93;0
16.81;26.81;76.81;115.25;78.13;1.41;182.20;42.65;69.97;106.62;1
20.25;30.25;80.25;129.02;112.54;3.13;233.82;39.49;65.24;98.73;1
17.79;27.79;77.79;119.14;87.86;1.89;196.79;44.46;72.68;111.14;1
18.56;28.56;78.56;122.26;95.64;2.28;208.46;36.40;60.60;91.00;1
17.98;27.98;77.98;119.93;89.82;1.99;199.73;42.12;69.19;105.31;0
17.71;27.71;77.71;118.84;87.09;1.85;195.64;54.29;87.43;135.72;1
18.69;28.69;78.69;122.76;96.90;2.34;210.35;32.62;54.93;81.54;1
18.79;28.79;78.79;123.16;97.90;2.40;211.85;39.50;65.25;98.74;1
19.54;29.54;79.54;126.15;105.38;2.77;223.07;51.00;82.50;127.51;1
17.40;27.40;77.40;117.61;84.02;1.70;191.03;36.79;61.18;91.97;1
18.84;28.84;78.84;123.35;98.37;2.42;212.55;45.06;73.58;112.64;1
17.66;27.66;77.66;118.62;86.56;1.83;194.84;44.33;72.50;110.83;0
18.06;28.06;78.06;120.26;90.64;2.03;200.96;39.19;64.79;97.98;1
16.92;26.92;76.92;115.66;79.16;1.46;183.74;59.17;94.75;147.92;1
17.98;27.98;77.98;119.90;89.76;1.99;199.64;48.65;78.97;121.62;1
19.54;29.54;79.54;126.14;105.36;2.77;223.03;37.64;62.46;94.10;1
17.64;27.64;77.64;118.57;86.42;1.82;194.62;38.41;63.62;96.03;1
18.00;28.00;78.00;120.00;90.00;2.00;200.00;56.25;90.38;140.63;1
17.37;27.37;77.37;117.46;83.66;1.68;190.48;31.46;53.19;78.66;1
18.57;28.57;78.57;122.26;95.66;2.28;208.49;55.33;88.99;138.31;1
18.75;28.75;78.75;123.00;97.50;2.38;211.25;46.47;75.71;116.19;1
19.68;29.68;79.68;126.71;106.78;2.84;225.17;38.46;63.69;96.15;1
16.36;26.36;76.36;113.45;73.62;1.18;175.43;56.44;90.66;141.11;1
17.23;27.23;77.23;116.93;82.34;1.62;188.51;43.28;70.92;108.19;1
18.51;28.51;78.51;122.04;95.11;2.26;207.66;47.00;76.50;117.50;1
18.48;28.48;78.48;121.94;94.84;2.24;207.26;45.52;74.28;113.80;1
19.12;29.12;79.12;124.48;101.20;2.56;216.80;47.03;76.55;117.58;1
17.13;27.13;77.13;116.51;81.29;1.56;186.93;43.83;71.75;109.58;1
16.73;26.73;76.73;114.92;77.31;1.37;180.96;41.05;67.58;102.63;1
18.68;28.68;78.68;122.70;96.76;2.34;210.14;40.55;66.83;101.38;1
16.77;26.77;76.77;115.08;77.71;1.39;181.57;54.54;87.80;136.34;0
17.45;27.45;77.45;117.80;84.51;1.73;191.76;44.56;72.84;111.40;1
19.69;29.69;79.69;126.76;106.89;2.84;225.33;45.79;74.68;114.47;1
19.19;29.19;79.19;124.75;101.87;2.59;217.81;39.53;65.29;98.82;1
17.23;27.23;77.23;116.92;82.29;1.61;188.44;31.97;53.95;79.92;1
18.59;28.59;78.59;122.35;95.89;2.29;208.83;29.79;50.68;74.47;1
18.06;28.06;78.06;120.24;90.60;2.03;200.91;53.94;86.91;134.85;1
16.91;26.91;76.91;115.65;79.13;1.46;183.69;43.02;70.54;107.56;1
19.34;29.34;79.34;125.37;103.43;2.67;220.15;46.13;75.20;115.33;1
17.22;27.22;77.22;116.88;82.19;1.61;188.29;45.10;73.65;112.75;1
18.06;28.06;78.06;120.23;90.58;2.03;200.88;39.35;65.02;98.36;1
16.92;26.92;76.92;115.66;79.15;1.46;183.73;43.24;70.86;108.10;1
18.12;28.12;78.12;120.49;91.23;2.06;201.85;33.54;56.31;83.85;1
17.94;27.94;77.94;119.76;89.40;1.97;199.10;41.83;68.75;104.59;1
19.52;29.52;79.52;126.10;105.24;2.76;222.87;37.40;62.10;93.49;1
17.14;27.14;77.14;116.57;81.41;1.57;187.12;38.89;64.33;97.22;1
19.34;29.34;79.34;125.38;103.44;2.67;220.16;39.89;65.83;99.72;1
18.13;28.13;78.13;120.54;91.34;2.07;202.01;61.11;97.67;152.79;1
19.80;29.80;79.80;127.19;107.96;2.90;226.94;47.94;77.91;119.84;1
16.73;26.73;76.73;114.92;77.31;1.37;180.97;40.73;67.10;101.84;1
19.40;29.40;79.40;125.58;103.96;2.70;220.93;45.41;74.11;113.52;1
17.33;27.33;77.33;117.31;83.27;1.66;189.90;41.02;67.53;102.54;1
20.15;30.15;80.15;128.60;111.50;3.07;232.25;68.50;108.75;171.24;1
19.17;29.17;79.17;124.69;101.72;2.59;217.57;40.86;67.29;102.15;1
18.13;28.13;78.13;120.51;91.28;2.06;201.92;34.92;58.38;87.31;1
16.07;26.07;76.07;112.30;70.75;1.04;171.12;50.68;82.03;126.71;1
19.55;29.55;79.55;126.20;105.49;2.77;223.24;50.03;81.05;125.08;1
17.29;27.29;77.29;117.16;82.90;1.64;189.35;40.09;66.13;100.22;1
18.15;28.15;78.15;120.58;91.45;2.07;202.18;44.45;72.68;111.13;1
17.93;27.93;77.93;119.71;89.28;1.96;198.92;38.57;63.85;96.42;1
16.35;26.35;76.35;113.40;73.51;1.18;175.26;27.35;47.03;68.38;1
16.48;26.48;76.48;113.94;74.84;1.24;177.26;40.08;66.13;100.21;0
16.97;26.97;76.97;115.86;79.66;1.48;184.49;50.00;81.00;125.00;1
19.07;29.07;79.07;124.28;100.70;2.54;216.05;42.05;69.07;105.12;1
17.37;27.37;77.37;117.50;83.75;1.69;190.62;52.52;84.79;131.31;0
18.48;28.48;78.48;121.90;94.76;2.24;207.13;51.12;82.68;127.80;1
17.53;27.53;77.53;118.11;85.27;1.76;192.91;43.08;70.63;107.71;1
18.93;28.93;78.93;123.71;99.29;2.46;213.93;34.71;58.07;86.78;1
17.65;27.65;77.65;118.61;86.52;1.83;194.78;43.36;71.04;108.40;0
17.16;27.16;77.16;116.66;81.64;1.58;187.46;44.03;72.04;110.07;1
19.45;29.45;79.45;125.79;104.47;2.72;221.70;40.54;66.81;101.35;1
18.51;28.51;78.51;122.06;95.14;2.26;207.71;35.05;58.57;87.62;1
16.64;26.64;76.64;114.58;76.44;1.32;179.66;33.73;56.59;84.32;1
18.55;28.55;78.55;122.20;95.50;2.27;208.25;53.01;85.51;132.52;1
17.34;27.34;77.34;117.36;83.41;1.67;190.12;48.88;79.32;122.19;1
18.01;28.01;78.01;120.03;90.09;2.00;200.13;45.27;73.91;113.18;1
17.32;27.32;77.32;117.26;83.16;1.66;189.73;45.27;73.90;113.17;1
18.26;28.26;78.26;121.02;92.55;2.13;203.83;40.90;67.34;102.24;1
16.90;26.90;76.90;115.60;79.01;1.45;183.51;38.77;64.15;96.91;1
17.13;27.13;77.13;116.53;81.32;1.57;186.98;41.34;68.00;103.34;1
17.08;27.08;77.08;116.30;80.76;1.54;186.13;34.87;58.30;87.17;1
18.95;28.95;78.95;123.80;99.51;2.48;214.26;38.76;64.14;96.90;1
17.57;27.57;77.57;118.30;85.74;1.79;193.61;33.34;56.02;83.36;1
16.72;26.72;76.72;114.86;77.15;1.36;180.73;35.14;58.71;87.85;1
17.92;27.92;77.92;119.69;89.22;1.96;198.84;37.45;62.18;93.64;1
17.60;27.60;77.60;118.40;85.99;1.80;193.99;40.96;67.44;102.40;1
17.62;27.62;77.62;118.46;86.16;1.81;194.23;42.67;70.00;106.67;1
17.11;27.11;77.11;116.44;81.11;1.56;186.66;40.12;66.18;100.30;1
17.65;27.65;77.65;118.61;86.53;1.83;194.79;49.64;80.46;124.09;1
